bldngId,bldngTy,mxOccpn,units,region,geometry
561,Commercial,NA,[1300],Central,"list(c(-231.28944078927, -237.863569170317, -277.472771814441, -271.633035866357, -317.023497994482, -316.66402156114, -225.663572132583, -231.28944078927, 4685.08230358891, 4638.39736032378, 4643.97508978089, 4685.44488252263, 4685.85281903221, 4725.85120370827, 4725.03335775629, 4685.08230358891))"
562,Residental,5,"[1363,1436,1587]",North-west,"list(c(-3339.80268106151, -3299.80670995226, -3298.21836476233, -3338.21433587158, -3339.80268106151, 7571.91644387753, 7572.4841542152, 7460.58305939179, 7460.01534905412, 7571.91644387753))"
563,Residental,6,"[910,1236]",Central,"list(c(-219.127332978683, -215.791081616425, -35.3728478515776, -38.9707414015541, -219.127332978683, 3400.28021916488, 3440.14084418315, 3424.48649450965, 3384.64863359817, 3400.28021916488))"
564,Residental,15,"[81,89,166,271]",South,"list(c(603.571052660233, 643.38647847908, 633.676983361759, 593.861557542912, 603.571052660233, 471.887367755621, 468.049156340923, 367.328367198954, 371.166578613653, 471.887367755621))"
565,Residental,13,"[1424,1432,1463,1469,1610,1678]",North-west,"list(c(-4101.06020883051, -4139.64841566786, -4159.3457608838, -4120.75755404644, -4101.06020883051, 6860.49105856783, 6849.95776406527, 6922.11802039859, 6932.65131490115, 6860.49105856783))"
566,Residental,7,"[494,591,712]",Central,"list(c(-1203.1210600115, -1242.76852856922, -1260.54311837951, -1220.89564982179, -1203.1210600115, 3436.23669532266, 3430.93780515921, 3563.93121866492, 3569.23010882837, 3436.23669532266))"
567,Commercial,NA,[874],Central,"list(c(-2025.14662912584, -1949.56105586469, -1946.91164240559, -2020.94519925957, -2025.14662912584, 4734.12386896911, 4730.5664166211, 4633.41519088761, 4639.98972378158, 4734.12386896911))"
568,Residental,1,[1669],North-west,"list(c(-3837.62276603095, -3838.3310519185, -3778.0879223949, -3777.75487365011, -3737.75608349075, -3738.38414586053, -3843.4748881419, -3846.2439860688, -3843.80585605541, -3944.86136979021, -3946.46974333726, -3837.62276603095, 7063.74475494806, 7033.21991055436, 7035.95100688851, 7078.77122381934, 7078.46011967718, 6997.70987713431, 6992.94563358874, 7023.93403149854, 6992.92512563719, 6984.97945731347, 7066.2703952735, 7063.74475494806))"
569,Residental,4,[137],East,"list(c(1345.91304344332, 1385.89157620706, 1386.56897158162, 1346.60162014052, 1345.91304344332, 4799.46638214059, 4798.1560699418, 4632.19681175966, 4630.58100893021, 4799.46638214059))"
570,Residental,21,"[556,578,609,662,681,813,819]",Central,"list(c(-1946.45306769177, -1944.95383836504, -2015.17584488093, -2019.94181524344, -1946.45306769177, 4613.29575927044, 4526.10933679344, 4530.95841747057, 4619.82191050033, 4613.29575927044))"
571,Residental,2,[91],East,"list(c(1832.74580759011, 1792.74580847041, 1792.7632450542, 1873.60926970611, 1877.40441413943, 1837.44692009748, 1832.75459611856, 1832.74580759011, 5195.12886475301, 5195.13725665941, 5278.2486861166, 5275.80056491401, 5193.54371758415, 5191.70016940543, 5237.01936185368, 5195.12886475301))"
572,Residental,16,"[1466,1536,1611,1681,1705]",North-west,"list(c(-4426.02997354591, -4386.06622298009, -4387.09606248417, -4371.05290202458, -4361.21519757087, -4429.34715067745, -4426.02997354591, 5099.99769136076, 5098.29515187148, 5074.12170431079, 5078.19243609142, 5039.42106042481, 5022.13351240794, 5099.99769136076))"
573,Commercial,NA,NA,Central,"list(c(-1881.9395145525, -1881.66249358983, -1921.66148377482, -1922.25198377548, -1842.49913726279, -1831.33433016731, -1922.97896816513, -1921.66199712102, -1881.66506032082, -1882.48252194594, -1872.93489592976, -1881.9395145525, 4378.90936656438, 4339.92428034401, 4339.64005476338, 4422.74096242348, 4415.48729681836, 4232.72904431945, 4233.03618042179, 4339.4452429136, 4338.9502210951, 4272.90068603415, 4272.86868830133, 4378.90936656438))"
574,Residental,5,"[218,284]",East,"list(c(649.254236940353, 689.247503251032, 691.083758437073, 651.090492126393, 649.254236940353, 2963.82789863248, 2964.56182628768, 2864.50040722374, 2863.76647956854, 2963.82789863248))"
575,Residental,NA,NA,North-west,"list(c(-3618.58340589294, -3579.04494139082, -3565.46640928801, -3740.98480745557, -3732.15427235359, -3613.54876496977, -3618.58340589294, 7466.31904593111, 7472.37790925806, 7383.76816836003, 7420.5431339697, 7459.55622984548, 7433.46437325082, 7466.31904593111))"
576,Commercial,NA,NA,Central,"list(c(351.461550580149, 314.218476747988, 305.567661382161, 390.290347894105, 391.643456491007, 351.648522897275, 351.461550580149, 4810.57504569473, 4806.98901898219, 4896.83301101135, 4884.47270039341, 4799.46536834664, 4798.82874692617, 4810.57504569473))"
577,Residental,7,"[540,799]",Central,"list(c(-1914.71687515347, -1954.70646164173, -1951.88652208591, -1911.89693559765, -1914.71687515347, 2934.82037886791, 2935.73305213803, 3059.29119769873, 3058.37852442861, 2934.82037886791))"
578,Commercial,NA,"[862,866]",Central,"list(c(-1427.40842631091, -1427.11382727432, -1523.72207270359, -1521.49086754123, -1427.40842631091, 4514.75608566011, 4435.98525253413, 4430.18512647863, 4517.5409781024, 4514.75608566011))"
579,Residental,12,"[60,99,204,330]",South,"list(c(-1533.59063690601, -1538.27787575881, -1313.51216615195, -1218.44204988208, -1219.46448315856, -1259.46153034295, -1258.92771437498, -1533.59063690601, 1326.83857781769, 1366.56300093417, 1388.61511213487, 1387.96640531011, 1303.82538705576, 1304.31140817661, 1348.2417263096, 1326.83857781769))"
580,Commercial,NA,[1281],Central,"list(c(-316.484283344469, -316.124806911127, -265.789940772806, -282.919531840958, -243.92252619841, -227.005793205047, -224.494953113872, -316.484283344469, 4745.8503960463, 4785.84878072235, 4785.39640750032, 4889.73786099749, 4898.63918398428, 4824.52638828243, 4745.02366275182, 4745.8503960463))"
581,Residental,4,"[923,1235]",North-west,"list(c(-2675.09017314207, -2635.29281569031, -2638.99216300433, -2616.84007730791, -2612.2240478082, -2667.9983564257, -2750.3576480739, -2757.54420801665, -2671.66819952762, -2572.42271259153, -2580.17925289708, -2683.46363311609, -2675.09017314207, 6737.81140441415, 6733.79016830354, 6697.17847892631, 6698.26889970095, 6791.41484865972, 6791.28243185551, 6776.2406732348, 6815.58979465052, 6831.27383181441, 6831.50945589543, 6660.02507159065, 6654.9409709136, 6737.81140441415))"
582,Commercial,NA,NA,Central,"list(c(-351.742718431226, -362.37446517644, -255.245713540024, -249.250452385138, -289.129624659369, -292.515011981551, -315.831507798553, -297.975177429472, -337.468121696952, -351.742718431226, 4050.41029770723, 4127.42560687745, 4117.14849294829, 4040.19042381203, 4037.083718367, 4080.54018587737, 4082.77699233949, 3967.9635510594, 3961.61474384185, 4050.41029770723))"
583,Commercial,NA,[1780],North-west,"list(c(-3629.84201835883, -3630.9534675008, -3630.54733756596, -3719.49525475015, -3718.76665355781, -3628.46319610064, -3628.37623581403, -3534.46529358677, -3535.16221391625, -3629.84201835883, 6842.81199208851, 6850.43571959684, 6842.7993972684, 6838.06879394168, 6889.44320364872, 6890.4665070532, 6882.79252247696, 6881.15606295531, 6841.16213464045, 6842.81199208851))"
584,Commercial,NA,[1332],Central,"list(c(-711.242703601897, -713.214470951558, -788.956682777418, -779.891469007427, -711.242703601897, 5885.61545949257, 5810.33414201601, 5809.91513887394, 5878.26879095626, 5885.61545949257))"
585,Commercial,60,"[1331,1344]",Central,"list(c(-223.930474914754, -328.16167272066, -321.864611115894, -221.517683883515, -98.6583723189923, -98.8270735102108, -243.694237123572, -240.163374877978, -60.4151824825463, -60.0510184604645, -223.930474914754, 3851.99295961866, 3868.48405955525, 3907.98528757598, 3891.98854989735, 3894.05794880174, 3974.71405281759, 3991.16227780696, 4031.00613570002, 4008.49842844453, 3856.64110190208, 3851.99295961866))"
586,Residental,NA,NA,South,"list(c(-1586.74295386353, -1626.7425093038, -1627.22375851974, -1587.22420307947, -1586.74295386353, 1366.57265332239, 1366.38406758373, 1468.45835395713, 1468.64693969578, 1366.57265332239))"
587,Commercial,NA,NA,East,"list(c(1034.90126205938, 869.740020578984, 868.984778750283, 952.353414270181, 1139.61342069182, 1136.33267918713, 1034.90126205938, 3610.64600670307, 3614.96946920936, 3654.96233869606, 3656.53670636596, 3642.16385840109, 3602.29862624098, 3610.64600670307))"
588,Commercial,NA,"[1317,1321]",North-west,"list(c(-2629.79467315679, -2628.61247613648, -2588.62121125643, -2590.63301385969, -2689.81252711739, -2689.27904893585, -2629.79467315679, 6511.46538786285, 6568.02407011706, 6567.18816743518, 6470.93948617352, 6472.26235649057, 6512.25879884524, 6511.46538786285))"
589,Commercial,NA,NA,South,"list(c(733.88508576727, 726.308858996597, 701.848678328459, 706.501035130573, 666.627962016704, 657.789629179845, 733.88508576727, 1421.3397952422, 1382.06383837392, 1386.78214164059, 1328.52143958489, 1325.33741061893, 1436.01840478589, 1421.3397952422))"
590,Commercial,NA,[396],East,"list(c(779.564302206449, 776.34116190389, 875.808302675399, 962.178865246171, 943.699260794302, 852.871517534102, 846.514740252955, 908.332099957982, 916.046040475358, 883.238821622507, 816.053820161577, 817.797127613734, 847.229972031616, 847.156008550804, 779.564302206449, 4262.52941135182, 4478.58308810983, 4518.28063137456, 4517.13089275536, 4389.74459260311, 4375.12450059322, 4414.61616278409, 4424.56659702649, 4477.74145499828, 4478.17817470209, 4451.36450054247, 4302.45878379238, 4302.40435980876, 
4262.40442819127, 4262.52941135182))"
591,Residental,NA,NA,South,"list(c(-1865.77466615764, -1825.77755888334, -1826.78121370705, -1866.77832098134, -1865.77466615764, 1085.29012043546, 1084.80906982608, 1001.35986746004, 1001.84091806942, 1085.29012043546))"
592,Commercial,NA,[393],East,"list(c(888.861101971009, 928.639859453284, 919.077117999434, 879.298360517159, 888.861101971009, 4268.1137452003, 4263.91250096004, 4173.36933055531, 4177.57057479558, 4268.1137452003))"
593,Commercial,NA,NA,Central,"list(c(-1068.4008161801, -1065.36252466936, -970.758446628081, -973.796738138819, -1068.4008161801, 5647.51951143661, 5687.40395432723, 5680.19726554429, 5640.31282265366, 5647.51951143661))"
594,Commercial,NA,NA,East,"list(c(1961.84445614455, 1957.79789588961, 1760.68357399583, 1785.16390684189, 1824.81226632745, 1805.65317996269, 1923.68987910244, 1935.205215502, 1974.53434036998, 1961.84445614455, 4119.79364374864, 4097.97824699388, 4078.5722539111, 4274.80534895831, 4269.51312918736, 4121.18264268169, 4133.4209439948, 4195.50123354787, 4188.20603395368, 4119.79364374864))"
595,Commercial,NA,[1285],Central,"list(c(79.7640236318499, 76.6419440271922, 183.724368598301, 208.32601418385, 72.2868514915392, 70.2737750518768, 110.262192049574, 111.423932416987, 164.448272196101, 151.212650873056, 79.7640236318499, 4857.75939103368, 4897.63736263383, 4906.02093482559, 4722.36232372663, 4735.79297908111, 4819.42456952416, 4820.38712135046, 4772.12358167834, 4766.88868005974, 4863.35316355871, 4857.75939103368))"
596,Commercial,NA,[386],South,"list(c(-1539.89184270493, -1535.87364436253, -1427.15192801844, -1283.85409849013, -1168.9789774993, -1159.29151647187, -1278.69424665193, -1428.91982444399, -1539.89184270493, 1586.96200072795, 1626.75966500717, 1615.78250269603, 1617.55119776813, 1646.22606332197, 1607.41687499186, 1577.61183796432, 1575.75763514758, 1586.96200072795))"
597,Residental,6,"[274,283]",South,"list(c(370.588561717317, 365.280372304675, 434.719899056943, 439.522892448908, 374.985913011011, 370.588561717317, 1281.28314923207, 1321.58666080925, 1318.22797969789, 1232.39962845751, 1247.89536198539, 1281.28314923207))"
598,Residental,13,"[1493,1509,1558,1692,1721]",North-west,"list(c(-4189.14844175195, -4188.85079185791, -4111.84614855984, -4111.35369594476, -4148.98310336526, -4149.01576961957, -4110.97324682485, -4111.48931260567, -4189.14844175195, 5224.99847806126, 5313.73471484594, 5314.68281514886, 5274.68584663346, 5274.22254401889, 5264.48398695799, 5263.99313499877, 5223.99646418594, 5224.99847806126))"
599,Commercial,NA,NA,East,"list(c(1259.88275984802, 1262.11698728945, 1367.53207241334, 1369.08605643129, 1166.774620483, 1151.49393826279, 1353.60931364243, 1365.56174866719, 1263.99210269172, 1267.74233349626, 1318.37437174345, 1194.85071207212, 1203.04250145998, 1259.88275984802, 3341.23637503279, 3364.96170066892, 3355.03470200359, 3298.49363022473, 3308.07598140491, 3476.5220613676, 3457.63945670113, 3375.30873373599, 3384.87360520435, 3424.69741427521, 3421.92842139288, 3434.04528719545, 3345.47974083628, 3341.23637503279
))"
600,Residental,12,"[577,608,721,771,780]",Central,"list(c(-1346.9218270041, -1352.72681936164, -1250.62405580058, -1177.72056170685, -1100.78358884304, -1111.40928233826, -1184.43896976096, -1249.04103640307, -1346.9218270041, 3196.07388281688, 3235.65041707304, 3250.62660873042, 3245.74102172166, 3224.54164584779, 3185.97877980096, 3206.10153399829, 3210.43080547491, 3196.07388281688))"
601,Commercial,NA,NA,Central,"list(c(-3.10317087045231, 36.8156703834491, 29.885473641593, -10.0333676123085, -3.10317087045231, 5188.36131866274, 5185.81453383755, 5077.18917182808, 5079.73595665327, 5188.36131866274))"
602,Residental,5,"[132,136]",East,"list(c(1446.12469722559, 1371.42083773816, 1361.60761424258, 1445.00427668476, 1444.17562911232, 1406.82108993999, 1407.43199222208, 1447.57228438918, 1531.9664660046, 1534.15005776252, 1446.12469722559, 3465.53239122121, 3475.45685327913, 3557.03961098353, 3555.31157909518, 3515.32016322626, 3516.09417303642, 3511.01540428286, 3505.67126717063, 3510.28520816223, 3470.34485354394, 3465.53239122121))"
603,Residental,4,[293],East,"list(c(2079.96840882698, 2078.88593858423, 1996.89312380306, 1895.79605953118, 1891.47907864863, 1995.26845541892, 2079.96840882698, 4290.1599974191, 4250.17464687451, 4252.39432935599, 4241.41937328898, 4281.18573691529, 4292.45296666602, 4290.1599974191))"
604,Commercial,NA,[1751],North-west,"list(c(-4479.70258717462, -4478.73938587731, -4552.11262114807, -4553.07582244538, -4479.70258717462, 4652.49027860192, 4612.50187724277, 4610.73453488852, 4650.72293624768, 4652.49027860192))"
605,Residental,7,"[1474,1551]",North-west,"list(c(-4149.97895866327, -4142.99273785334, -4243.67374951628, -4238.73892632401, -4185.97293341437, -4187.6902687765, -4256.92354089812, -4253.95278370328, -4149.97895866327, 6732.10180782862, 6622.11055534633, 6634.62724928193, 6674.32167609554, 6667.76179183783, 6694.79956698855, 6699.95568794066, 6739.84521791644, 6732.10180782862))"
606,Commercial,NA,NA,South,"list(c(-105.405172607235, -135.541699747128, -148.329167156253, -31.9166960634035, -34.6684183448099, -101.305060824542, -19.254213495131, -23.5182330984837, -105.405172607235, 1570.10802369334, 1573.33900258758, 1657.72193138383, 1649.69454435077, 1609.78930629252, 1614.3843304746, 1601.10088862762, 1561.32881127652, 1570.10802369334))"
607,Commercial,NA,NA,Central,"list(c(-1930.31101043336, -1934.10066950862, -1846.1500937249, -1844.24331078041, -1930.31101043336, 4749.67878047969, 4821.10292613989, 4816.99723420262, 4745.59209419001, 4749.67878047969))"
608,Residental,1,[84],East,"list(c(2481.28020751827, 2462.51006725714, 2422.58688329953, 2441.52270572276, 2470.81080558188, 2509.94063967621, 2481.28020751827, 5235.99078149292, 4992.55909939463, 4995.03687716654, 5240.53213003385, 5410.41974534699, 5402.12178874608, 5235.99078149292))"
609,Residental,12,"[475,581,749,820]",Central,"list(c(-1253.2108974888, -1323.42013695132, -1328.83801221737, -1297.74413059353, -1298.73648940952, -1258.73961481822, -1257.55279578011, -1287.79042693848, -1257.53164796625, -1253.2108974888, 4434.11703737719, 4436.91933963974, 4512.61890598045, 4514.84431862571, 4594.22318094763, 4594.72320387505, 4499.78945258552, 4499.41143532782, 4499.25256525029, 4434.11703737719))"
610,Residental,9,"[480,524,562,709]",Central,"list(c(-1116.97737673026, -1103.36364341432, -1142.97259705467, -1162.39065329578, -1048.04043874936, -1047.77807978909, -1119.41475995264, -1116.97737673026, 2872.45587807178, 2775.81173780238, 2770.23224037729, 2945.88910179283, 2946.6391380112, 2906.63999842326, 2906.17012519302, 2872.45587807178))"
611,Residental,7,"[972,1046,1268]",North-west,"list(c(-3392.51780135962, -3352.56162454425, -3356.39215953422, -3396.34833634959, -3392.51780135962, 5238.44746366895, 5236.57558378524, 5154.8109712751, 5156.68285115881, 5238.44746366895))"
612,Residental,NA,NA,North-west,"list(c(-3134.31034639936, -3136.0157768813, -3247.99169384917, -3246.28626336723, -3134.31034639936, 7771.7100177528, 7731.74639045408, 7736.52491420049, 7776.48854149922, 7771.7100177528))"
613,Residental,7,"[1422,1730]",North-west,"list(c(-4374.07422258236, -4379.49967183683, -4210.47661032844, -4210.44853123396, -4250.44852907465, -4250.46270123928, -4374.07422258236, 7132.02567148756, 7171.65601971196, 7188.70506798625, 7103.24947260041, 7103.23632935668, 7146.3677332833, 7132.02567148756))"
